'chr'	'start'	'end'	'WT_1_H2Bub_scaled.bw'	'hrp1_1_H2Bub_scaled.bw'	'hrp3_1_H2Bub_scaled.bw'	'hrp1hrp3_1_H2Bub_scaled.bw'	'prf1_1_H2Bub_scaled.bw'
I	36247	36407	-1.7432187020778656	-1.4920388162136078	-2.301807367801666	-2.9532829359173776	-1.393701984360814
I	54938	55280	-0.6940447170456207	-0.7088730635069724	0.0810892687489589	-0.4348143199077475	-1.1411412046808336
I	59075	59341	-2.004126277185024	-1.951721387698238	-2.6952215007373264	-2.3257160500476233	-1.4390990501059626
I	60597	60925	-0.6410672556063751	-1.458618445003905	-1.0207687032568018	-1.0390010481336858	-2.369757946671509
I	62951	63178	-1.3080918237501304	-2.264205206333278	-2.3330097665870766	-2.4798997876927715	-1.3090149282358816
I	66226	67124	-0.23201701004945888	-0.4565481954799728	-0.3826336717499391	-0.6629378464067964	-0.9029622308607888
I	71116	71204	-1.8136685151945462	-2.025570487434214	-2.3719057887792587	-1.492832294919274	-2.0076233866539868
I	93412	93754	-0.5558122436554112	0.16754582247626015	-0.39380073461855886	-1.3440971444660461	-0.6056097900789035
I	95790	96084	-1.2315516574312235	-1.4587280995586291	-1.3474693438228296	-1.3560429931092424	-0.761695943113898
I	99918	100296	-0.6679794346450498	-1.0704215183932946	-1.0417257178791617	-0.8068519937929022	-0.631105417028444
I	100633	101163	0.2974923626256158	-0.1200311244518127	-1.0444091929579682	-0.8360841708363227	-0.858910557810428
I	102950	103362	1.6585798730838646	1.3382917379291313	2.1734092633411723	2.469911051606669	-0.4971848986771645
I	103797	104086	-3.8337542160984555	-1.4755996845172763	-3.4656269104835484	-2.8809405635384953	-1.9713945176362166
I	106952	107304	-0.7810462622225962	-1.4043317565863782	-1.405624412338842	-1.512190155684948	-0.6933552959900143
I	109050	109157	-0.10360671927995771	-1.336724101940048	-1.263315466519828	-0.5464972341172049	-0.5075769128504201
I	110316	110479	-1.0717258149860827	-0.6413678952429923	-0.7074544491029224	-1.1078330821420517	-1.6996658012910855
