'chr'	'start'	'end'	'WT_1_H2Bub_scaled.bw'	'hrp1_1_H2Bub_scaled.bw'	'hrp3_1_H2Bub_scaled.bw'	'hrp1hrp3_1_H2Bub_scaled.bw'	'prf1_1_H2Bub_scaled.bw'
I	36087	36247	-1.7791105657815933	-0.8157451847568155	-1.804140418767929	-2.656806682795286	-0.6142525037583255
I	55280	55623	0.11917366952779254	-0.06733012384308758	0.029954319303915036	-0.2954830415438285	-0.000835550609913603
I	58809	59075	-0.5952099135943821	-1.8198031092944897	-1.6020601281994267	-0.862279597753869	-1.6346187376438226
I	60269	60597	0.12163987722554494	-0.23613012635444358	1.3916229085951317	0.25078504534847124	-2.5066322026456276
I	63178	63406	-1.0658584885429918	-1.2520620698730152	-1.0283984962785453	-1.387133000189798	-1.7499573898681424
I	67124	68023	0.723510692795869	0.35406441061594857	0.00798205919870413	-0.2552020178010917	-0.9030598048718275
I	71204	71293	-1.3877741239044104	-2.1283041814739785	-2.1224368730287875	-1.1695910276991597	-1.8246991252631284
I	93070	93412	-0.2731296254093187	0.32380848521726174	-0.8666877032132351	-0.6452851717452905	-1.3148320949478456
I	96084	96378	-0.914410258738362	-1.3939329347237437	-1.9903295930145548	-1.3918736852756164	-0.5363034334312491
I	100104	100633	-0.3847260978601042	-0.29790041368236386	-1.0662088892748316	-0.4377858387992941	-0.8768417511631811
I	100296	100674	-0.18930178404682213	0.05556259979370725	-0.97926241750755	-0.3437874166482182	-1.1997124438405669
I	102538	102950	2.8476908800092717	2.192021121677843	2.1399374366240593	2.9197431524980417	-0.426746597097626
I	104086	104375	-2.3060560585305767	-2.499044572193317	-3.0495902864990763	-3.228147731107824	-1.491344393640241
I	107304	107656	-1.5365912521427327	-2.929393983700059	-1.7194349311969497	-2.024902544238351	-1.3057662464508957
I	108944	109050	-0.8588646903352918	-0.5663601874180559	-0.4091923297646473	-0.6336161556108942	-0.9169022002310123
I	110154	110316	-0.14464672493897837	0.36810288467318003	0.4540153001837524	0.43538822045112835	-1.4742220281450837
I	111646	112017	-0.9574836290138962	-1.59530650862465	-1.486056440281418	-1.3699413773345177	-1.3639324841232634
I	113532	114041	-1.8008001944441752	-1.751967721814491	-1.446124798561536	-2.0787583894603143	-1.9608694818492958
I	114498	114986	-0.18138727070946203	0.42438559442544815	-0.09974961862212321	-0.4203409945848016	-0.8860523945510723
I	116899	117329	-0.14132501488378227	0.05734052657647881	-0.05740831725645897	-0.20309360930479542	-0.6461014618620623
I	118149	119196	-0.17673588719044625	0.05342500209352918	-0.07762068397791587	-0.13582139540766122	-0.40733944303554476
I	122028	122881	-1.2431055555980903	-1.0340383194479545	-0.6422958622224726	-1.3077133435409205	-1.2664307480037282
I	125809	126890	-0.48272969234441854	-1.1203624055564239	-1.0865465936651943	-1.076983629733076	-1.2525318912926038
I	128126	128714	0.2828696903639606	-0.5469891060512754	-0.3783904609177737	-0.6201125694071354	0.38294003959618456
I	133460	134595	-0.15790898075187784	-0.11494042115064441	-0.022071988025950964	-0.06126044697698517	-0.7752840702544225
I	135527	135660	-0.8397222967972433	-0.3726451444838728	-1.1185084601542108	-0.753873315296675	-0.8546426466533116
I	137275	138305	0.4029617023930966	-0.4051943883618105	-0.131472918871537	-0.6969853040084099	-0.1017044035902301
I	141006	141319	-0.011805385446396118	-0.23988919319531407	0.4648380070543899	0.3524079521208222	0.1342255786483804
I	145246	145664	-0.011364603299273258	-0.28229964804349905	-0.341582381981982	0.3450475824399713	-1.219251414752035
I	145932	146488	-0.469407882208085	-0.5709735367634743	-0.756141424132176	-0.5210802905100713	-0.3928935738588623
I	147390	147612	-0.30230986420904193	-0.5304177155432938	-0.572186081393345	-0.6769715795914332	-0.6699158336195323
I	147401	147666	-0.38872006057568315	-0.7663433332769376	-0.47425993922746407	-0.6577925235595343	-0.7032005916507739
I	148543	148697	-0.980641052320406	-0.5297713446636478	-0.49555418495233955	-2.1083080350578607	-0.9390714828457151
I	149224	149817	-2.528943838799784	-2.6359542320791824	-2.337662273575041	-1.76026321251517	-1.3997563281760852
I	153492	154166	-0.12650665181525914	-0.9881895786532663	-0.9434647103357032	-0.6312362400577224	-0.8102051881459771
I	154267	154865	-0.03348795828848679	-0.24979304138845126	-0.16073740380862883	-0.36473516267755485	-1.0526602851307911
I	157337	157791	0.3715865619414966	0.8409538398361416	0.5530890531444077	0.4253795232279185	-1.5357902660506413
I	158983	159146	-0.9944819208303112	-1.5176819837166489	-2.391346733994279	-2.4771709910199684	-1.223245682709056
I	160440	160720	-0.9408162991915431	-0.783499498452459	-0.7916340136102268	-0.490945217864854	-1.4520213305950165
I	161402	161614	0.05940497216750991	-0.0825632152692327	-1.0550725358837056	-1.2112477764768421	-1.3672485998216666
