'chr'	'start'	'end'	'WT_1_H2Bub_scaled.bw'	'hrp1_1_H2Bub_scaled.bw'	'hrp3_1_H2Bub_scaled.bw'	'hrp1hrp3_1_H2Bub_scaled.bw'	'prf1_1_H2Bub_scaled.bw'
I	35768	35927	-2.249347323141758	-2.6790108950632923	-3.3452523624372184	-3.044353832988619	-0.5299221181644583
I	55965	56308	-1.2083507796461659	-1.5415509193266794	-1.378943307146039	-1.1662788378826883	-1.8568640469462114
I	58277	58543	-0.5227982713035623	-2.0585536768561914	-2.234974852181915	-1.1195524697913264	-0.8045645728147119
I	59614	59941	-0.3788449272445036	-0.45471040995660544	-0.470416209293068	-0.7280859177368223	-1.3638906017720518
I	63634	63862	-0.3821944194404702	-1.2735999281469144	-1.0265243785423146	-1.4602203024061102	-1.4855134910658787
I	68922	69821	-0.24140009251001546	-0.8904334579824208	-1.3004921580686983	-1.0156689435303277	-0.9473199858363133
I	71381	71470	-2.1234118965234647	-2.46653096595507	-1.7570312491963418	-2.3447704676831704	-1.5627798900175631
I	92387	92728	-0.7495577883335852	-0.46401234319613827	0.03395164148374037	-0.35023576275259805	0.16985531495965994
I	96672	96966	-1.5018521208746904	-1.2429419478186134	-1.726312833983882	-2.078589700922674	-1.5261123493617894
I	99046	99575	-2.076062074230389	-2.6335610067911994	-2.7191168175753213	-2.353628684081743	-1.7267750508111457
I	101052	101431	-1.0587401149455349	-1.1753877273964692	-1.2349780165740243	-2.0974619064607847	-0.7373404265639414
I	101715	102126	1.21725969934052	1.0370827336181545	1.3620069779210935	0.32218222523112655	-1.0281053515640597
I	104664	104953	-2.1865190094317533	-2.113637400333444	-2.3895152712363275	-2.028730413905477	-1.3101962344611393
I	108008	108361	-2.260284108750881	-2.216339051216925	-1.9256496800917067	-2.5792833644337425	-2.1623083373304803
I	108732	108838	-0.8340859491870088	-0.09537733395425778	-0.9144704533073137	-1.1662454413917829	-1.5490973574935265
I	109829	109991	1.1649892653947995	0.3174343983884211	0.10629195735048226	0.7674355010191599	-1.1879166806185688
I	110904	111275	-1.1201433855889622	-1.1257505810485695	-1.3523906540035238	-1.2205513600069235	-1.3852237087054393
I	112514	113023	-1.175683628716497	-0.7506797384682947	-1.0773477133927036	-1.3203206645482182	-1.4526774554215152
I	115474	115962	-0.30308711159302565	-0.1700860480243554	-1.07095840442773	-1.53371596934854	-1.0275712447378358
I	116054	117101	-0.6918644848434609	-0.7655207525442754	-1.2254207815846148	-0.9658578337958117	-1.5540611489340592
I	117759	118189	0.43833465872462407	0.27220173676519893	0.07929975202978523	-0.1922896078267936	-0.6334348860608284
I	120321	121174	0.37105299302310213	-0.08670620429697518	-0.45694569588825545	-0.4870685694785079	-0.4087780847918386
I	126951	127538	-0.17416227591942735	-0.7640794017550486	-0.46399860738997156	-1.3330896880598246	-1.1458960003402001
I	127971	129053	0.16118839349411773	-0.7207118323109286	-0.35455666633718774	-0.842116928100586	0.11193107881739928
I	131190	132325	-0.20349353603854578	0.2369254840523136	0.11178785021609672	-0.2354965496903474	-0.952592928714164
I	135793	135926	-0.18711779210576437	-1.375576813418166	-1.5250563773893773	-1.7936792113727196	-0.8626084683981157
I	139335	140365	-0.5922505926854402	-0.49539318620001227	-0.6727740461849472	-0.7484259422080031	-0.8126156901387336
I	140381	140693	0.08487984225249444	0.4238427580596927	-0.5459482170259341	-0.6140917829022958	0.49023090393688434
I	144819	145375	0.19595170581023202	-0.39181019989907634	-0.24925547646586416	-0.21773034766552596	-0.9309030021574322
I	146082	146501	-0.640715273386112	-0.6084772082210156	-0.8149801975734052	-0.5951188327944649	-0.26004432577435327
I	146871	147136	-1.3598248940593791	-1.4648177837425809	-1.221892476981541	-2.4840000262800253	-1.5230684995651245
I	147833	148055	-0.6481740354551925	-1.7577127137699642	-1.728718264145894	-1.6011596504632417	-1.595435639222463
I	148038	148631	-1.2317883734658839	-1.0158425053144988	-1.3104197666878241	-1.9163128819071624	-1.3006443776831056
I	148851	149005	-1.5152327944706012	-1.7220088212521045	-2.3790866376517656	-1.1995201881055708	-0.9941316101845209
I	153070	153668	-0.4109599005281427	-1.3655481806965577	-1.3769323238760334	-1.0756592312983446	-1.0335251889923545
I	154840	155515	-0.6862824492432453	-0.7922727626230982	-0.6423315965191082	-0.6724499064109598	-1.2319413116063784
I	156430	156883	0.9810774498033208	1.5043026416112255	0.1843052969682164	0.3877838302165204	-0.5707392457329872
I	159309	159472	-1.5652518338220982	-1.3785669993769172	-3.5412838444387984	-2.65177736691902	-0.2846408608523797
I	159880	160160	0.23267138962858422	0.4041221210001303	0.30273158309449044	-1.1275383957794733	-0.5589461686821389
I	160977	161189	-0.9507809770557115	-1.0099855379535343	-1.3442823338621068	-1.0663921498465088	-1.655856192674277
I	162400	162819	-0.8918060537312082	-1.5316311408341072	-1.2487704627269207	-1.1890846566254882	-1.6461000359285987
I	164196	164635	-1.0488052614084138	-2.0102641577058065	-2.0703308700429006	-1.8372982110412355	-2.0100384106804405
I	165814	166296	-0.07533209396263438	0.3684310873823542	-0.8867512977531342	-1.067966381238611	-1.1038560419965582
I	167766	168336	-0.4212271967151186	-0.9264787523664142	-1.2799006728582052	-1.1729965711633363	-0.7117978643952755
I	170489	171544	0.3611817586998239	0.47210353482504025	-0.03408255384544625	0.17211415259194035	-1.0095964402474498
I	170766	170856	0.10075103524658414	0.5835135359730985	-0.18700468134548928	-0.7227000820967886	-0.9356786828902033
I	173429	174473	0.17528369421246404	0.34963169244057374	0.2087920080747641	0.1450562437009994	-0.6254033344824195
I	176535	176736	-1.8708634987399353	-1.506702295583279	-3.226880165474925	-2.139670435468949	-2.481574339653129
I	179004	180028	-0.6796054207533598	-0.5922220455110073	-0.8339901132881641	-0.7277127160131932	-0.902093943953514
I	180893	181069	-0.13407733927967705	0.5459292427721348	0.510065602815964	-0.2706982073247094	-0.8849732157858935
I	180903	181235	0.2255001311970269	0.5340136984385639	0.11590079698397453	-0.4373639603538147	-0.7690258230340768
I	182337	183318	0.501957936573709	0.6365020814559268	-0.19550288349116618	-0.30316244531722847	-1.0788442998996932
I	186314	186630	-0.6917265216242287	-0.9061965832922938	-1.0648213606091994	-1.0506175203791148	-1.5918369118560436
I	188450	188968	-0.4558389106887648	-0.08381641962301187	-0.7426680022622297	-0.33683006163384466	-0.8469249659854358
I	191504	191947	0.07835210985914041	-0.3582942269513337	-1.0542723452399063	-1.5790505457005166	-0.7518839666338187
I	191928	192397	0.7097061348876466	0.8030322946604095	0.30793472666190125	-0.49580684070711706	-0.6248808659470158
I	194099	194484	-0.4432453449089806	-0.592578478612296	-0.17545877892354672	-0.4991852684648006	-1.0949958625551943
I	195940	196712	-0.43099440566693564	-0.5972299809842684	-0.47238208635328965	-0.5760074082974325	-0.8597114972693006
I	201149	201517	-0.3598864955078486	-0.17174934433980682	-0.17429194518405458	-0.9004185185160326	-1.714124144581349
I	201729	202116	0.1305646496471162	-0.6169165853382081	-1.1284029769497017	-0.9704290392016872	-0.9665523162376357
I	203597	203764	-1.1875582883457938	-1.989224619494227	-1.9774607212957507	-1.6180082345437148	-1.5565646752982796
I	205659	206081	0.41107159644647795	0.26903471452078087	-0.05166739484922016	-0.06601666025067039	-0.6775316935544613
I	206476	206897	0.3538475866891851	0.346484254895225	-0.6115895734122133	-0.7978904109244676	-1.7831859673570285
I	208754	209401	0.4502666045723043	0.4795975958798196	-0.04813225691709121	-0.10710804969060826	-0.22724052914742157
I	208839	209501	0.6886875891545928	0.692082285285601	0.10537951759251223	0.1657631869408164	-0.10160551501544941
I	211714	212151	0.41785888270703003	0.77213745518189	-0.08821364974782075	-0.5456404132551133	-0.4749152804351917
I	213527	214130	-0.6507344440082906	-0.8404948183800253	-0.38206602845520127	-0.9411439170588308	-0.7912181091539648
I	214619	214818	-0.945246404589121	-0.30076197534799576	-1.433871586718152	-1.4315482965066804	-1.804288397781813
I	216227	216962	1.0463155647118887	1.2664313036669679	1.0043760861770636	1.2728606939315796	0.1452926756269267
I	218260	219082	0.8904250528748597	0.9427445582925839	-0.04038775961474492	-0.15148458067808124	-0.3815482422209134
I	221694	222272	0.6103396402240109	0.31845496808239954	-0.28501145984448983	-0.32759932298084343	-0.7364569896877224
I	224080	225359	0.8290493620513845	0.6148682746559125	0.6410829343937449	0.10286953261720658	-0.5156995645960016
I	229270	229651	-1.3392021901651316	-1.6920352649735653	-1.8538495721466586	-2.1539853839423713	-1.606536226166202
I	230937	231136	-2.295976604049529	-3.4815144419071062	-2.5234563728073733	-1.7807421759145343	-0.9130035091902892
I	232918	233488	-0.18220132378077036	-0.5997877889492532	-2.093154695473219	-1.168475927281798	-1.1949105266873774
I	233032	233531	-0.22515321926275392	-0.6757092408626854	-1.9421163777072348	-1.1562731599282168	-1.0831427462025731
I	235533	235656	1.965930502589156	1.606858617891141	1.4530600478978661	1.3647239014385193	0.08354113593212957
I	236674	237141	-0.5919501972913231	-0.9802650492438922	-1.7869406924513218	-1.5090238215198353	-1.5076962953844213
I	237023	237197	0.46370851445472105	-0.03230314717852864	-1.0218059081455757	-0.34310031202675284	-1.997014258956087
I	237074	237235	0.40743286574479215	0.019499584158986623	-0.9568981557899381	-0.40812928104622764	-2.1314585142254088
I	237820	238219	-3.477072072805916	-2.324938724513042	-2.9694526297107973	-3.1617280068552884	-1.8870077679928083
I	238641	238881	-2.9258650451898576	-2.3939609164992968	-3.207383125027021	-3.4596828867991767	-1.3127681772612656
I	238740	238898	-2.654705095894729	-1.9224688780458667	-3.1197244381602807	-3.128577487378181	-1.895838204818436
I	240175	240617	-2.939835290833296	-2.8693917097009685	-2.6590627453445848	-3.064377187603739	-2.095783962636377
I	240341	240571	-3.236379754025003	-3.813572105117466	-2.801445940266485	-3.4603897882544477	-2.788383470410886
I	241008	241514	-0.1513373205519241	-0.5079306782676062	-0.24724294565408214	-0.5358164675033139	-0.9434744695370848
I	244206	244912	-0.5667637067374697	-0.3825304680437947	-0.9817073601205694	-1.0392061804154777	-1.1163993329627613
I	246794	247574	-0.46297402708576274	-0.7254223531923997	-0.6019089161042267	-0.7107413666800428	-1.0966505204733366
I	247720	247904	-1.2861804521602134	-0.6300943946546834	-0.21048665038593437	-0.16641208335109378	-1.7905320855586424
I	248393	248560	-0.02951726850546049	0.7976701659356763	-0.5083789730857232	0.27028397787473873	-1.087301539714465
I	248579	249165	-0.4174880923785956	-0.023088836184235562	-0.005596296291213496	-0.9494753341371696	-1.0088722898208444
I	251173	251996	0.9311904165608625	0.8253949236956721	0.7283180114449447	0.1888185086256099	-0.1280479327325833
I	255881	256784	0.810943198980287	0.8924200722492678	-0.0460054162279976	-0.15429492380135873	-0.5022937202242389
I	256735	257001	0.5162942589337665	0.6527918138562289	0.7284046019378462	0.23849824925226376	-0.1866384887843764
I	268189	271053	0.7753292958163682	0.9137666588122618	0.8583876780907537	0.5812475116958831	-0.24502754250052253
I	270893	271260	0.3054771930771075	0.5081855155913316	-0.09903677023074282	-0.5733644718492064	-1.338674413004753
I	272170	272457	-1.4397402562538506	-0.5347139597042928	-0.8359162144181205	0.26910879961393436	-0.6556601544082787
I	276209	276661	0.08280885156112171	0.10854501021712755	-0.5500357647187415	-0.8466770374010094	-1.4406126479131987
I	276657	277805	-0.12848991749594021	-0.445948882900464	-0.5622284662931223	-0.14146462769458518	-0.6756972146117314
I	278141	278573	0.011979765780442566	-0.7334454183044188	-0.9953397392053847	-1.6092912274654265	-0.4080455314316269
I	282512	282745	-1.0282143431160071	-0.3892956076773451	-0.8054620346030452	-0.6076362207212161	-0.9645135529307337
I	287733	289200	0.5927900579305595	0.6030716535780164	-0.41292725197051605	0.14086355135240927	-0.3993159139538267
I	291395	291927	0.20996363833169163	0.4312248091087362	-0.7601988909808093	-0.3504486343739344	-0.8051547154966265
I	291979	292435	1.3144244347748004	1.5259477341253507	1.2292676318698286	0.7825443330302573	0.21115416305531798
I	294591	295726	0.1409426057118151	-0.25068980698438464	-0.31612747279767944	-0.28731671361040967	-0.4735082514296544
I	299278	299909	0.5919503329909169	0.32461507339768475	0.027645347043635728	-0.42148029794783676	-0.3032208512287746
I	303871	304161	-1.2689991077472424	-1.485670920178808	-1.3364720439088755	-2.236415132366378	-1.9707205176353455
I	304980	305168	-0.4798637864754555	-0.44785408112914005	0.009701348841190338	-1.5321912702093734	-2.9309331622529537
I	306473	306762	-0.16482039677643034	0.4398915407902023	-0.07700014893597179	-0.28772896922364266	-0.7334281582269289
I	306764	307082	0.4814346390512754	0.31422323698423943	-0.3434710124823845	-0.4381867390500862	-0.6794550052182105
I	308138	308592	0.4291959689183382	-0.24010306223406402	0.19836388074993955	-0.5944710753566794	-0.8320629345027459
I	310157	310488	-0.28224996323176743	-0.5327323651858507	-0.9999909879487807	-0.6334052454578912	-0.5212195455226794
I	313559	314040	-0.7353039417965744	-0.5879149434007627	-0.8617900112438599	-0.5985885358835704	-1.7857646245718497
I	314988	315335	-0.27622793110286126	-0.3651200356599351	-0.4295702673688059	-0.22277545904397147	-0.33462561963271
I	316996	317485	0.023542816637860942	0.470413019229298	-0.12977381432733684	-0.3144760163832296	-1.5554497874587592
I	321314	321825	-1.0592714680318671	-1.8550144759409581	-1.2236533423342584	-1.3083855132417437	-0.885594755464002
I	323547	324129	0.4535816435340497	0.39259551831319467	-0.03159173801413311	-0.34352422914630976	-1.0828661251320308
I	324042	324381	0.3575038566339245	-0.37538476905903634	-0.21431493570143495	-0.519717681378258	-1.7140790645175978
I	327731	328122	0.4518097812200294	-0.016661904028157138	-0.692702682388713	-0.3038903483882775	-0.9770184369838756
I	328196	328544	0.1500024471335627	0.04874113325736132	-0.2756905523637288	-0.440917474169541	-0.5516882041876001
I	329810	330564	0.11565019584764832	0.358637784906621	-0.16530449031568095	-0.044492010239620426	-0.8288024754932926
I	333178	333524	-0.14789329835340229	0.5175156403828218	-0.22406021115838448	-0.40907281542444507	-1.1369072084740408
I	333401	333578	-0.253382831538296	0.29119770146780094	-0.6798423989597013	-0.25703656538731634	-1.109026541901847
I	335749	336131	0.3367174325501107	-0.3050548321133509	0.03633422126593702	-0.33396257076861036	-1.020817606490476
I	337697	338157	-0.20570351452283236	0.16517183958836223	-0.7680487364844378	-0.6058491859099139	-1.2658966177183648
I	339400	339763	0.5710509004220161	0.6496465744722645	-1.6817597459498843	-0.7541339057946664	-1.2766820758827462
